code,npi_number,payer,price,name,url,street_address,city,state,zip_code,publish_date
84206,1003811290,BANKERS LIFE AND CASUALTY CO,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BC CAROLINA BENEFITS ADMINSTRS,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BCBS HIX,50.15,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BCBS OUT OF STATE PPO,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BCTN PROVIDENCE EMP,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BEECHSTREET CORP,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BETTER HEALTH TN,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CHOICE,50.61,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CHOICE PROVIDENCE EMP,50.61,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS FEDERAL,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS HMO,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF ALABAMA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF ARIZONA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF CALIFORNIA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF COLORADO,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF FLORIDA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF GEORGIA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF ILLINOIS,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF LOUISIANA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF MINNESOTA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF MISSISSIPPI,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF NEW JERSEY,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF NEW YORK,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF NORTH CAROLINA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS OF TENNESSEE,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS PLANNED ADMINS,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS PPO,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS STATE,52.25,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE CROSS THOMAS COOPER,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE ESSENTIALS NETWORK,50.15,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE SELECT,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUE SHIELD OF CALIFORNA,51.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BLUECHOICE STATE,50.61,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,BOLLINGER INS (STUDENT ACCIDEN,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,CARE IMPROVEMENT PLUS MA,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,CASH,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,CCN,58.38,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,CENTRAL STATES HEALTH AND LIFE,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,CIGNA FLEXCARE,40.18,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,CIGNA HMO,40.18,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,CIGNA MCR,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,CIGNA PPO,40.18,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,COMMERCIAL MISC,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,COMMERCIAL MISC SECONDARY,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,COVENTRY HEALTH CARE,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,DEFINITY HEALTH,10.19,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,EMPLOYEMENT BENEFIT SERVICES,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,FEDERATED INSURANCE,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,FIRST CHOICE VIP CARE HMO,29.36,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,FIRST HEALTH,58.38,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,FORTIS BENEFITS INSURANCE CO,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,GEHA,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,GHI,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,GOLDEN RULE,10.19,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,GREAT WEST LIFE,40.18,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,GUARDIAN HEALTHCARE,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,HUMANA COM,51.07,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,HUMANA GOLD CHOICE,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,INSTIL HEALTH SYSTEMS MA,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,JOHN DEERE INS CO,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,KAISER PERMANENTE,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,KANAWHA,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,KERSHAW COUNTY MEDICAL CENTER,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,LIABILITY INSURANCE,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,LIFEPOINT,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MAILHANDLERS,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MAKSIN MANAGEMENT CORP,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MEDICARE BLUE,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MEDICARE HMO,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MEDICARE SUPPLEMENT,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MEGA LIFE AND HEALTH I,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MOLINA MCR,29.36,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MULTI PLAN,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,MUTUAL OF OMAHA,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,NAHGA CLAIM SERVICES,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,NATIONAL ASSOC LETTER CARRIERS,40.18,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,NATNL RURAL ELECTRIC COOP CBA,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,NPPN,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,ONE HEALTH PLAN,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,PHCS,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,PHYSICIANS CARE NETWORK,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,PHYSICIANS MUTUAL,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,PIONEER LIFE,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,PLASTICS,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,PPO MISC,57.16,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,PRINCIPAL LIFE INS CO,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,PYRAMID LIFE INS-MEDICARE ADV,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,SECURE HORIZONS,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,SELF PAY,30.49,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,SOUTHEAST COMMUNITY CARE,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,STATE MUTUAL,76.22,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,TOTAL CAROLINA CARE MCARE,26.69,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,TRICARE,25.36,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,TRICARE DUAL ELIGIBLE,25.36,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
84206,1003811290,TRICARE FOR LIFE,25.36,Providence Health,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,2435 Forest Drive,Columbia,SC,29204,
